Alias,Grado
6282,1
14953,1
16308,1
14252,1
16133,1
1709,1
7454,1
15316,1
11832,1
11057,1
866,1
8272,1
13498,1
5886,1
14413,1
12147,1
13411,1
4017,1
4389,1
5152,1
2044,1
16348,1
1615,1
3644,1
13500,1
7132,1
8501,1
4133,1
8643,1
5230,1
448,1
10038,1
3369,1
5919,1
9890,1
14818,1
16459,1
11469,1
13537,1
10110,1
9802,1
3058,1
14066,1
1061,1
13844,1
2795,1
964,1
13389,1
16745,1
6746,1
3546,1
11685,1
6228,1
8081,1
4899,1
9645,1
15007,1
3734,1
853,1
8542,1
6632,1
13179,1
2745,1
16543,1
538,1
16504,1
8687,1
115,1
3353,1
4430,1
5893,1
13530,1
5087,1
12162,1
1331,1
16215,1
6069,1
12264,1
4519,1
17,1
435,1
7015,1
1434,1
1635,1
3786,1
3449,1
5461,1
8577,1
1341,1
9774,1
5019,1
4173,1
10843,1
4715,2
13512,2
9163,2
3713,2
4958,2
7440,2
6134,2
15998,2
6104,2
14587,2
13262,2
3238,2
11168,2
14802,2
14130,2
6004,2
10601,2
15828,2
4934,2
13599,2
12899,2
10572,2
15729,2
16578,2
17073,2
13561,2
10337,2
11279,2
1761,2
10801,2
16146,2
2950,2
1163,2
14506,2
12693,2
2672,2
13600,2
1897,2
3894,2
4152,2
6024,2
11894,2
12766,2
1502,2
2233,2
14548,2
7858,2
11458,2
12906,2
8926,2
4055,2
13580,2
4461,2
15966,2
17237,2
10844,2
3740,2
2953,2
11602,2
1604,2
6015,2
10308,2
2582,2
13554,2
16458,2
12177,2
8066,2
6301,2
16853,2
9945,2
4143,2
5520,2
10756,2
2934,2
15122,2
2826,2
3822,2
2725,2
10494,2
1888,2
2450,2
1665,2
11546,2
3260,2
7445,2
671,2
4908,2
13656,2
6164,2
6784,2
12060,2
10713,2
4321,2
10216,2
4478,2
151,2
11741,2
6110,2
16228,2
7696,2
16013,2
6926,2
14434,2
7377,2
12427,2
417,2
7808,2
10495,2
10052,2
16046,2
14385,2
4000,2
15643,2
11446,2
15635,2
5888,2
10122,2
15056,2
7470,2
12928,2
484,2
14783,2
10098,2
13458,2
11974,2
5164,2
9914,2
8258,2
720,2
5714,2
6652,2
7840,2
5610,2
7117,2
14117,2
14961,2
385,2
11271,2
16619,2
3428,2
9424,2
16208,2
4219,2
10254,2
906,2
7432,2
16760,2
2548,2
11856,2
7255,2
1965,2
11767,2
14856,2
16845,2
11379,2
16095,2
2258,2
5042,2
14690,2
14112,2
10653,2
1147,2
11395,2
1794,2
3220,2
6659,2
7963,2
7082,2
427,2
2644,2
8675,2
13296,2
2250,2
10751,2
9443,2
8930,2
16365,2
16584,2
5697,2
1009,2
5979,2
14404,2
11411,2
16983,2
8060,2
8952,2
10611,2
4811,2
5662,2
14181,2
9196,2
7060,2
5638,2
29,2
171,2
2068,2
8916,2
1747,2
8090,2
14106,2
11990,2
16612,2
3856,2
3267,2
13603,2
8830,2
17013,2
16976,2
16355,2
1924,2
3712,2
7299,2
14120,2
1451,2
664,2
16059,2
3446,2
9006,2
3273,2
6763,2
15185,2
4449,2
16770,2
6023,2
2498,2
16837,2
5224,2
6430,2
15450,2
9464,2
2979,2
11320,2
4993,2
10507,2
9767,2
16154,2
10754,2
5827,2
1944,2
16060,2
5091,2
716,2
3252,2
1937,2
16561,2
6522,2
8754,2
9928,2
3285,2
1533,2
11705,2
4739,2
578,2
5793,2
14869,2
1485,2
8751,2
13222,2
10828,2
13310,2
12422,2
9955,2
12310,2
4395,2
3001,2
16249,2
2420,2
8348,2
13767,2
14382,2
5917,2
340,2
4465,2
5148,2
15588,2
1112,2
7618,2
421,2
9583,2
15300,2
9440,2
10325,2
15822,2
9045,2
2905,2
2389,2
9201,2
16742,2
5711,2
17280,2
10680,2
13805,2
10331,2
12969,2
8997,2
9847,2
9438,2
13555,2
10017,2
779,2
8065,2
3948,2
12584,2
16564,2
8160,2
12104,2
7881,2
8428,2
4291,2
8050,2
10674,2
2319,2
2581,2
11688,2
3249,2
4946,2
5990,2
4780,2
8497,2
5347,2
7146,2
9263,2
6932,2
11511,2
16040,2
9426,2
2815,2
13084,2
12839,2
9970,2
16116,2
4123,2
2372,2
8360,2
5803,2
15867,2
5614,2
16483,2
4150,2
6692,2
5815,2
3555,2
14346,2
8074,2
8648,2
174,2
15143,2
9826,2
9477,2
11715,2
14806,2
15107,2
8496,2
6687,2
11519,2
2741,2
6217,2
1856,2
41,2
16248,2
3351,2
11710,2
13881,2
11774,2
12513,2
1532,2
2895,2
1172,2
166,2
49,2
5829,2
12651,2
2918,2
12309,2
13191,2
8474,2
5221,2
12974,2
7593,2
6873,2
10963,2
10571,2
13685,2
11401,2
3665,2
12825,2
3448,2
66,2
14357,2
3355,2
16413,2
5964,2
5538,2
15753,2
11075,2
1401,2
3885,2
17067,2
3873,2
3539,2
2327,2
16951,2
7705,2
6226,2
4900,2
1551,2
10704,2
14584,2
15234,2
16676,2
1362,2
2014,2
4769,2
10668,2
8813,2
13995,2
15334,2
9516,2
9909,2
16629,2
3339,2
16947,2
13166,2
9316,2
12420,2
16447,2
14061,2
1248,2
7562,2
6032,2
13623,2
16605,2
2347,2
1202,2
7023,2
9539,2
14380,2
13552,2
17287,2
16085,2
10287,2
8335,2
15750,2
13034,2
8219,2
1634,2
10915,2
13257,2
6154,2
258,2
9540,2
11754,2
13352,2
9383,2
1515,2
454,2
1280,2
10543,2
14182,2
16097,2
16593,2
8356,2
6701,2
997,2
13592,2
11799,2
9974,2
903,2
12834,2
16955,2
5097,2
14843,2
89,2
16942,2
14735,2
6183,2
5523,2
11924,2
1220,2
17234,2
8642,2
9940,2
8703,2
12188,2
15674,2
11321,2
9052,2
3420,2
183,2
4949,2
8288,2
12706,2
1569,2
4290,2
15653,2
6315,2
10904,2
3050,2
5536,2
10703,2
8614,2
13149,2
13443,2
16132,2
15905,2
908,2
9361,2
8612,2
14386,2
5487,2
5632,2
14497,2
1481,2
6908,2
13991,2
6115,2
3580,2
5578,2
5096,2
6509,2
9734,2
6749,2
1395,2
9475,2
10163,2
12274,2
11099,2
3251,2
6838,2
13004,2
7729,2
2732,2
7104,2
3871,2
6098,2
1308,2
16996,2
15266,2
13885,2
1968,2
9657,2
4630,2
9074,2
15604,2
11103,2
577,2
9853,2
9449,2
10706,2
14307,2
9805,2
15016,2
5722,2
14659,2
12128,2
12417,2
8956,2
14708,2
3228,2
9942,2
11094,2
3658,2
4004,2
15474,2
5819,2
7174,2
2758,2
7428,2
13749,2
12410,2
14914,2
9984,2
5361,2
5335,2
8105,2
2900,2
13350,2
11746,2
1259,2
7607,2
6868,2
2055,2
2513,2
6857,2
10853,2
14915,2
4341,2
16364,2
12908,2
14047,2
15914,2
13626,2
7159,2
8676,2
10229,2
4197,2
13872,2
5527,2
10868,2
8406,2
14012,2
14748,2
7284,2
6395,2
12597,2
1123,2
9889,2
2462,2
7021,2
123,2
9380,2
4785,2
1989,2
4718,2
13864,2
10000,2
12708,2
10921,2
8507,2
6872,2
13918,2
6326,2
16519,2
12360,2
7054,2
8032,2
1764,2
16236,2
7480,2
4714,2
11698,2
10104,2
5223,2
6487,2
12912,2
6418,2
11903,2
11187,2
15636,2
13650,2
12945,2
13122,2
4392,2
15847,2
11655,2
984,2
11148,2
11736,2
2053,2
5030,2
15980,2
4014,2
7931,2
3707,2
3913,2
15197,2
8377,2
12286,2
295,2
15504,2
13475,2
13969,2
2027,2
7817,2
4324,2
10115,2
15708,2
793,2
7329,2
14116,2
8635,2
11460,2
6262,2
4020,2
13335,2
14203,2
9673,2
9413,2
10947,2
16859,2
2398,2
16671,2
3922,2
14353,2
12025,2
16577,2
5310,2
5143,2
4692,2
12114,2
12718,2
9482,2
2620,2
4706,2
17069,2
16343,2
9200,2
809,2
8364,2
16089,2
14635,2
198,2
12683,2
3745,2
8331,2
11566,2
5261,2
12042,2
8438,2
11961,2
524,2
9028,2
13794,2
3279,2
16350,2
10355,2
15988,2
16443,2
7162,2
5818,2
13060,2
1439,2
9257,2
14319,2
9487,2
14547,2
16252,2
15613,2
6695,2
11373,2
13491,2
3406,2
13077,2
125,2
4109,2
14261,2
6570,2
13879,2
13798,2
210,2
10399,2
1354,2
11374,2
3632,2
12253,2
8647,2
11144,2
4503,2
11253,2
3969,2
2547,2
11143,2
1179,2
134,2
15580,2
1369,2
8800,2
2206,2
14864,2
13058,2
15187,2
9655,2
601,2
14225,2
7695,2
2414,2
9058,2
14308,2
10458,2
9947,2
7585,2
7777,2
9081,2
9754,2
17245,2
16160,2
3464,2
7298,2
4960,2
15089,2
15455,2
5603,2
4183,2
12105,2
211,2
6674,2
3964,2
16937,2
9209,2
15682,2
320,2
14151,2
5971,2
8899,2
13036,2
17052,2
12875,2
17225,2
1398,2
5168,2
965,2
13684,2
13976,2
10592,2
4141,2
2305,2
16200,2
9276,2
14886,2
15499,2
7806,2
14454,2
12838,2
11867,2
3393,2
9345,2
15453,2
15660,2
15013,2
8242,2
7380,2
1345,2
15539,2
3019,2
15299,2
8208,2
13973,2
12885,2
14605,2
16659,2
12701,2
10804,2
7713,2
16513,2
10005,2
11575,2
2178,2
14832,2
7901,2
15840,2
3930,2
11609,2
1223,2
356,2
8571,2
1983,2
7807,2
12491,2
6925,2
11127,2
1976,2
3620,2
10329,2
6175,2
14089,2
13285,2
15041,2
12994,2
15036,2
7466,2
3664,2
9451,2
4619,2
9689,2
16235,2
17081,2
357,2
13169,2
7361,2
12675,2
15475,2
17095,2
10120,2
14650,2
15591,2
3268,2
15472,2
15926,2
2215,2
12214,2
15647,2
7580,2
13540,2
14482,2
1721,2
1730,2
4467,2
14370,2
13021,2
12774,2
5352,2
15793,2
5854,2
4355,2
9839,2
11670,2
2495,2
4351,2
3122,2
13131,2
5643,2
11257,2
5283,2
14358,2
3625,2
44,2
11847,2
8135,2
9384,2
9983,2
16311,3
17312,3
16293,3
9872,3
3585,3
15410,3
7535,3
16705,3
16140,3
10290,3
4441,3
7946,3
10666,3
14480,3
15525,3
7565,3
1307,3
14072,3
17077,3
17078,3
9441,3
13114,3
1458,3
14171,3
11624,3
3927,3
12620,3
16823,3
14741,3
13583,3
13366,3
8189,3
5605,3
14204,3
5710,3
13700,3
3421,3
14416,3
6,3
14455,3
1261,3
17307,3
14373,3
227,3
5384,3
8471,3
2518,3
8512,3
9521,3
4656,3
7013,3
11447,3
8605,3
13377,3
4819,3
12890,3
7321,3
9099,3
12887,3
6135,3
12339,3
5188,3
14199,3
7130,3
6491,3
7338,3
4584,3
15601,3
15639,3
3706,3
13256,3
7920,3
9122,3
17224,3
8134,3
15449,3
12028,3
13637,3
3689,3
9091,3
10203,3
14873,3
3380,3
13042,3
15302,3
2575,3
17000,3
3909,3
1929,3
7844,3
3838,3
3710,3
13882,3
8528,3
8122,3
15765,3
15275,3
12281,3
3100,3
16437,3
1045,3
12379,3
4862,3
13903,3
10699,3
2530,3
12691,3
10838,3
5271,3
7282,3
15726,3
8296,3
6001,3
773,3
12249,3
14195,3
3094,3
16081,3
11017,3
1153,3
4445,3
10656,3
3377,3
8771,3
2721,3
7958,3
3310,3
11276,3
1060,3
9407,3
12052,3
16166,3
15886,3
15461,3
5332,3
16414,3
12623,3
11009,3
2778,3
9659,3
6212,3
2365,3
15492,3
1605,3
2613,3
14880,3
10165,3
8036,3
15360,3
1871,3
3672,3
564,3
9875,3
14303,3
11482,3
11432,3
9397,3
10400,3
2073,3
5601,3
9022,3
12853,3
6473,3
15873,3
14389,3
14610,3
897,3
6965,3
9587,3
4200,3
6742,3
13134,3
2432,3
14969,3
8893,3
2568,3
5257,3
9418,3
15346,3
9565,3
1597,3
12481,3
7120,3
7746,3
2634,3
17097,3
10939,3
7367,3
9606,3
15368,3
15040,3
5925,3
10288,3
10171,3
10419,3
9172,3
4228,3
4407,3
14688,3
12923,3
4335,3
10540,3
7334,3
3967,3
136,3
9514,3
3038,3
13333,3
2183,3
5002,3
13908,3
15994,3
17160,3
1208,3
6382,3
5213,3
2067,3
12821,3
8944,3
6388,3
15084,3
15132,3
10760,3
3055,3
16161,3
10720,3
6284,3
14144,3
15780,3
14877,3
2819,3
16073,3
13614,3
8598,3
11860,3
9207,3
11844,3
16620,3
7037,3
5723,3
5617,3
17003,3
16552,3
4115,3
5734,3
1404,3
8139,3
11366,3
3497,3
6829,3
12690,3
8977,3
6471,3
14557,3
12676,3
1274,3
1951,3
2742,3
10765,3
14372,3
9181,3
233,3
15774,3
2213,3
14046,3
16781,3
5783,3
16917,3
5936,3
9625,3
14141,3
10433,3
8321,3
13368,3
2349,3
12477,3
16537,3
4839,3
17098,3
9112,3
6946,3
493,3
9785,3
2402,3
537,3
1078,3
11475,3
12068,3
16547,3
16969,3
4191,3
9748,3
7613,3
15543,3
16172,3
15895,3
15972,3
8221,3
13466,3
6727,3
13280,3
14621,3
8720,3
22,3
3447,3
1384,3
16010,3
10143,3
5177,3
10955,3
16769,3
12707,3
4991,3
16479,3
15529,3
15826,3
5269,3
5530,3
7620,3
2596,3
2747,3
3835,3
14277,3
8493,3
10060,3
318,3
13094,3
2148,3
2345,3
9082,3
1206,3
7490,3
12270,3
2241,3
16514,3
1845,3
15874,3
895,3
10813,3
16031,3
14934,3
2107,3
5193,3
7717,3
13861,3
8870,3
3034,3
5047,3
2236,3
6800,3
1804,3
6055,3
11884,3
2187,3
14711,3
12074,3
3363,3
8729,3
1450,3
7446,3
6962,3
3324,3
9967,3
3301,3
1423,3
17120,3
10117,3
15193,3
6596,3
13276,3
7557,3
6421,3
7401,3
7973,3
14937,3
2611,3
8735,3
16328,3
2880,3
3008,3
12993,3
9242,3
1480,3
2949,3
14754,3
13046,3
2003,3
9613,3
2820,3
9641,3
3003,3
891,3
1025,3
8403,3
7591,3
15025,3
7414,3
9057,3
13497,3
15325,3
5387,3
7842,3
6341,3
16360,3
15741,3
6663,3
729,3
3415,3
8799,3
12069,3
10774,3
11842,3
1396,3
9004,3
15098,3
13024,3
1601,3
694,3
8263,3
10470,3
2171,3
1500,3
15124,3
7979,3
766,3
17049,3
500,3
6103,3
7064,3
12032,3
2559,3
3628,3
5972,3
6756,3
7483,3
9556,3
15627,3
2901,3
16401,3
5630,3
16662,3
10534,3
4488,3
7149,3
7164,3
11890,3
14963,3
14938,3
1901,3
7436,3
17313,3
4923,3
15681,3
11004,3
5935,3
11392,3
10827,3
2520,3
15603,3
14273,3
5138,3
9948,3
16788,3
10,3
14756,3
4043,3
11510,3
10514,3
9710,3
9647,3
14122,3
13745,3
8914,3
7892,3
13116,3
5448,3
14088,3
2739,3
522,3
16086,3
5071,3
2570,3
5994,3
10140,3
15827,3
3233,3
12371,3
13681,3
13437,3
13212,3
1315,3
6289,3
15688,3
11654,3
400,3
6307,3
13870,3
2837,3
3716,3
5219,3
11804,3
2471,3
4322,3
9938,3
3359,3
59,3
9793,3
2688,3
11477,3
14031,3
1320,3
12529,3
7375,3
4567,3
15569,3
4364,3
2159,3
14304,3
1816,3
6866,3
1994,3
7641,3
12029,3
15495,3
7861,3
723,3
15562,3
14463,3
17207,3
9927,3
5619,3
2608,3
8124,3
11437,3
12527,3
9168,3
10240,3
7811,3
14374,3
17229,3
7008,3
12800,3
14422,3
16978,3
2942,3
15034,3
10212,3
5118,3
15442,3
8298,3
11755,3
15557,3
8913,3
6349,3
14212,3
3372,3
16971,3
8976,3
2599,3
6561,3
11559,3
352,3
14641,3
2733,3
9564,3
13297,3
6818,3
9749,3
5411,3
11399,3
841,3
13426,3
3917,3
10389,3
14485,3
11455,3
16063,3
9219,3
12038,3
16054,3
4282,3
6912,3
13026,3
2403,3
3177,3
15006,3
5622,3
10683,3
702,3
1636,3
8158,3
3685,3
8398,3
10162,3
9135,3
9751,3
8758,3
9555,3
3119,3
12355,3
1624,3
8183,3
14048,3
1555,3
6101,3
516,3
682,3
6987,3
9317,3
8476,3
6446,3
11651,3
14580,3
10185,3
13041,3
3081,3
3771,3
16463,3
16526,3
13217,3
6536,3
8858,3
15908,3
1911,3
9256,3
12635,3
11038,3
15833,3
904,3
2727,3
12288,3
16377,3
13820,3
9362,3
3675,3
1720,3
9833,3
11341,3
7510,3
473,3
1503,3
1224,3
3140,3
7169,3
13539,3
5934,3
3575,3
73,3
14738,3
7408,3
4325,3
6498,3
5053,3
9473,3
9419,3
2939,3
5398,3
654,3
1508,3
10227,3
14291,3
8332,3
6148,3
2845,3
2341,3
21,3
4669,3
4816,3
13053,3
5639,3
14283,3
5402,3
4761,3
9448,3
2961,3
12324,3
12317,3
12303,3
4297,3
5969,3
13522,3
8631,3
10179,3
5073,3
8653,3
39,3
5956,3
11150,3
10615,3
10285,3
11380,3
1682,3
14321,3
14572,3
9328,3
12260,3
10034,3
4920,3
6501,3
5955,3
15178,3
947,3
12593,3
6595,3
3127,3
5032,3
3901,3
4777,3
13818,3
1052,3
2563,3
1979,3
17137,3
4224,3
15585,3
12648,3
16588,3
12788,3
11579,3
15916,3
14507,3
12259,3
7055,3
311,3
14068,3
10436,3
15792,3
7595,3
15724,3
13677,3
3597,3
12758,3
3469,3
15942,3
9217,3
14159,3
10219,3
9591,3
3763,3
4797,3
2223,3
16474,3
14479,3
9835,3
642,3
1552,3
9068,3
12409,3
10681,3
698,3
8315,3
8954,3
11657,3
11049,3
1961,3
13039,3
11197,3
14823,3
6237,3
14134,3
7207,3
11225,3
7933,3
12376,3
413,3
5450,3
9089,3
12327,3
2981,3
12684,3
16725,3
11888,3
882,3
15851,3
2485,3
6651,3
10077,3
10897,3
12507,3
676,3
14680,3
7035,3
10393,3
10215,3
13793,3
9461,3
5288,3
11155,3
12585,3
826,3
13468,3
8194,3
9331,3
11015,3
7988,3
10236,3
9518,3
16803,3
5302,3
3115,3
9497,3
2122,3
8323,3
7301,3
10811,3
4265,3
10825,3
12859,3
10446,3
14,3
8518,3
8500,3
4844,3
16556,3
8078,3
4810,3
1103,3
255,3
498,3
10606,3
15067,3
10262,3
4463,3
349,3
7990,3
3232,3
1299,3
913,3
7442,3
11113,3
9915,3
15800,3
12082,3
7235,3
17145,3
14698,3
5902,3
4824,3
1873,3
9406,3
2054,3
12,3
2887,3
11361,3
13128,3
1181,3
12045,3
2385,3
10537,3
4600,3
16623,3
266,3
14354,3
10356,3
3703,3
6608,3
748,3
11266,3
11283,3
2457,3
12580,3
7969,3
16925,3
15401,3
6012,3
9092,3
13459,3
5752,3
2824,3
15192,3
16708,3
1779,3
5135,3
11534,3
10403,3
7379,3
5580,3
2560,3
1218,3
10365,3
9480,3
4422,3
10194,3
5055,3
13933,3
9508,3
6889,3
7182,3
2433,3
3966,3
10990,3
12921,3
4995,3
8561,3
4633,3
7273,3
1852,3
6937,3
8932,3
13003,3
16598,3
13013,3
10439,3
9504,3
14164,3
12682,3
5389,3
4181,3
9364,3
8179,3
10129,3
2102,3
1076,3
4443,3
2093,3
13756,3
15958,3
14305,3
13249,3
7679,3
2428,3
7992,3
5227,3
9912,3
1641,3
13376,3
9238,3
1352,3
5034,3
16960,3
4408,3
765,3
108,3
9570,3
17196,3
8206,3
4654,3
6185,3
4414,3
2775,3
5993,3
3054,3
11520,3
11994,3
343,3
3385,3
11498,3
5612,3
995,3
7364,3
14618,3
10065,3
4163,3
3120,3
7764,3
5329,3
2708,3
10678,3
12563,3
11265,3
2025,3
10910,3
1403,3
5163,3
13496,3
3423,3
225,3
15556,3
3020,3
1215,3
9503,3
11047,3
14977,3
13199,3
885,3
15467,3
2763,3
2857,3
5641,3
15496,3
12696,3
16064,3
7728,3
7547,3
1674,3
11237,3
15931,3
6070,3
9040,3
548,3
5359,3
11166,3
10640,3
2682,3
9537,3
13470,3
7951,3
11751,3
10957,3
6848,3
1174,3
1642,3
14114,3
5385,3
1487,3
9494,3
16652,3
3681,3
14952,3
846,3
4866,3
16965,3
374,3
5932,3
12235,3
9851,3
10662,3
12271,3
10168,3
6384,3
2412,3
8018,3
16331,3
14244,3
14493,3
9707,3
4264,3
959,3
15709,3
7991,3
13958,3
10581,3
3898,3
15055,3
5555,3
3225,3
5876,3
14029,3
12291,3
1715,3
1899,3
3395,3
9562,3
10798,3
1213,3
5867,3
3080,3
2533,3
10585,3
1317,3
5072,3
15090,3
943,3
2235,3
13264,3
14124,3
13157,3
3152,3
8235,3
490,3
396,3
3569,3
7253,3
9557,3
17016,3
11521,3
17152,3
1393,3
1095,3
4627,3
16495,3
2523,3
8003,3
13563,3
9252,3
15928,3
4203,3
3696,3
14483,3
10743,3
7391,3
3923,3
361,3
7896,3
2737,3
6980,3
3840,3
2264,3
10127,3
13486,3
1858,3
15610,3
4592,3
630,3
3864,3
11880,3
4636,3
12152,3
11484,3
10228,3
3196,3
15663,3
4886,3
9302,3
4858,3
14693,3
8256,3
11376,3
3610,3
8320,3
2361,3
11656,3
4818,3
8461,3
7553,3
17022,3
8047,3
11147,3
5865,3
876,3
7776,3
1201,3
5501,3
14034,3
5571,3
165,3
6263,3
16790,3
13087,3
16757,3
9485,3
12951,3
7787,3
16223,3
3935,3
11060,3
10833,3
1041,3
14379,3
4481,3
13761,3
15825,3
11762,3
10996,3
3711,3
9616,3
11813,3
10761,3
15718,3
1847,3
5470,3
15079,3
8939,3
15668,3
14860,3
2828,3
5535,3
6672,3
13862,3
14702,3
11901,3
7221,3
6994,3
12872,3
1104,3
7197,3
11364,3
16863,3
11223,3
16911,3
6801,3
1986,3
14166,3
8075,3
251,3
4096,3
12570,3
13910,3
16006,3
2021,3
3253,3
11353,3
16909,3
2816,3
14930,3
13362,3
11315,3
531,3
2715,3
7359,3
1053,3
6690,3
2383,3
11312,3
9841,3
13931,3
12612,3
10835,3
11110,3
5051,3
316,3
14608,3
11945,3
12932,3
2042,3
9267,3
15027,3
3275,3
11003,3
15936,3
10848,3
241,3
12583,3
14250,3
9133,3
9723,3
17100,3
15693,3
12926,3
1922,3
14925,3
5322,3
13735,3
1001,3
645,3
10676,3
15661,3
2952,3
2716,3
8402,3
3814,3
10768,3
8399,3
5577,3
13741,3
8260,3
8603,3
71,3
13421,3
4729,3
13101,3
8927,3
16650,3
2411,3
1802,3
62,3
15209,3
7251,3
9786,3
15976,3
16104,3
16801,3
1057,3
2245,3
9597,3
9803,3
16531,3
6328,3
16326,3
12176,3
1176,3
13221,3
15223,3
14222,3
159,3
126,3
2476,3
12273,3
6734,3
15816,3
6641,3
10153,3
12013,3
8368,3
7403,3
4154,3
13327,3
12674,3
3906,3
7625,3
6803,3
11370,3
10297,3
6132,3
10326,3
7982,3
15443,3
13567,3
12133,3
12354,3
5169,3
11088,3
13030,3
2482,3
17026,3
16916,3
6660,3
17105,3
8072,3
2026,3
9576,3
1252,3
6310,3
2401,3
16648,3
11130,3
13052,3
185,3
4066,3
2689,3
3419,3
10091,3
12817,3
15791,3
3432,3
3646,3
1919,3
17179,3
14813,3
5400,3
8876,3
15353,3
6170,3
3450,3
13564,3
15345,3
1383,3
16736,3
6381,3
2224,3
7242,3
1926,3
8351,3
8261,3
9763,3
6118,3
11897,3
11486,3
14801,3
13764,3
16102,3
3327,3
2085,3
7834,3
17222,3
5974,3
11227,3
3709,3
6129,3
2865,3
8669,3
10420,3
7605,3
6274,3
12343,3
7204,3
746,3
3458,3
7818,3
10661,3
1038,3
6084,3
4518,3
14706,3
15977,3
2553,3
9766,3
14459,3
16091,3
10137,3
16590,3
13808,3
272,3
15272,3
5320,3
16481,3
13598,3
4657,3
6512,3
782,3
12458,3
74,3
14133,3
15381,3
15860,3
6441,3
5568,3
5534,3
15707,3
713,3
14142,3
6240,3
5665,3
1239,3
11269,3
7851,3
8063,3
12239,3
17027,3
3149,3
8384,3
2120,3
4476,3
12809,3
13975,3
9722,3
1330,3
4144,3
9968,3
8662,3
10233,3
2338,3
14908,3
12747,3
5409,3
11606,3
3109,3
17002,3
8970,3
9193,3
14004,3
9735,3
6513,3
322,3
15466,3
696,3
8289,3
7198,3
15166,3
10413,3
1127,3
3433,3
9856,3
10823,3
15258,3
7292,3
2089,3
8962,3
8150,3
11615,3
13746,3
8393,3
8239,3
2785,3
3688,3
11045,3
1473,3
14670,3
180,3
6597,3
14383,3
9470,3
418,3
13828,3
2329,3
5021,3
13250,3
4135,3
12710,3
5634,3
9116,3
8104,3
10139,3
12888,3
6782,3
16709,3
12677,3
16545,3
2886,3
4278,3
15376,3
6439,3
16383,3
3830,3
16862,3
3869,3
12065,3
14219,3
8906,3
3077,3
9764,3
14213,3
8900,3
13490,3
673,3
5514,3
889,3
175,3
14905,3
10938,3
1921,3
10717,3
10028,3
1479,3
13206,3
14412,3
5704,3
2567,3
17038,3
10443,3
8419,3
11000,3
13040,3
15738,3
4080,3
3908,3
8661,3
864,3
12153,3
4927,3
10858,3
7594,3
7189,3
226,3
4781,3
3488,3
5117,3
4951,3
16587,3
6233,3
15396,3
2192,3
247,3
12438,3
15119,3
8602,3
7572,3
11638,3
1525,3
13678,3
4756,3
6964,3
9282,3
16507,3
10602,3
15657,3
15215,3
5510,3
12006,3
13716,3
12594,3
15582,3
10976,3
17014,3
8884,3
5432,3
6865,3
5007,3
10832,3
6172,3
16181,3
11036,3
16739,3
17177,3
10712,3
6949,3
16199,3
